FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0035.3.Gata1	7.6882e-02	1.0000e+00	55	159	5130	18838	25.7%	21.4%	HECTD3,POLA1,KRTAP20-3,IMMP2L,HBD,MIR1256,HBB,N4BP2L2,SEPT9,CHI3L2,NDP,UROD,RNU6-35,EDNRB,BOD1L1,MIR450B,RARA,NCOA6,PRH1-PRR4,ARAP1,CTBS,RNU6-64,ALAS2,MARK4,LBX2,NID1,CLN3,WHAMM,PHC3,RPGR,MIR147A,SCARNA23,RP1,POM121L9P,FOXJ3,FGD3,ATXN2L,PRRC2C,RXRG,TAS2R10,IL6R,RAB3C,TMEM140,BRD4,GYPA,INO80D,HBA2,FAIM3,GPR1,USP49,ANKUB1,LINC00439,TPCN2,MED13L,GNG12-AS1,HBG2,LBX2-AS1,SPAG17,MIR450A1,MIR5091,MAP3K19,CBLL1
MA0024.2.E2F1	1.0249e-01	1.0000e+00	79	135	7810	16158	36.92%	32.59%	BPTF,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,FBXO10,NQO2,SETD1B,RREB1,CTBS,THRA,EAF1,NUP214,A1BG,IGF1R,ZMYM4,SLC45A4,UBE2R2,LOC100505933,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,ZNF280C,GAB1,MLL3,FOXJ3,MLL5,MLL4,SNORD115-15,ACADL,MAML2,UBE3A,AFF1,NID1,ABCA17P,ZBTB32,MAU2,LBX2,MLLT10,SNORD115-21,CUX1,TNFRSF1B,MED13L,LBX2-AS1,GPR180,ZBTB4,BTBD2,SMAD4,ZER1,AKAP11,RNU6-35,GABARAP,PAXBP1,C15ORF38-AP3S2,NCOA6,NEDD1,HELZ,LOC646719,SUGP1,QSER1,RXRG,DTNB,ADA,IGF2BP1,EP300,BCAP31,ATXN2L,METTL6,SPAG17,ABCA3,FAM89A,A1BG-AS1,RNU6-16,JARID2,CBLL1,SCAP,SMOC2,SORBS3,LOC338799,CDK13,RNU6ATAC,NIPBL,UBE2G1,MIR548H4,RNU6-64,NINJ1,HBA1,BACE1,NOTCH1,KAT6A
MA0133.1.BRCA1	1.0340e-01	1.0000e+00	46	168	4292	19676	21.5%	17.91%	ADD3,ZCCHC14,RPGR,HBB,AP3S2,SEPT9,CAST,MLL5,EDNRB,BOD1L1,PAXBP1,C15ORF38-AP3S2,USP49,PRH1-PRR4,ARAP1,CDRT15P2,GPR180,CDK13,A2MP1,UBE3A,MR1,EAF1,NID1,WBP1L,SYNJ1,TTN,RBM33,PHIP,SLC45A4,MLL,NREP-AS1,PRPF31,LOC100505933,R3HDM2,TMEM140,HBA1,NDP,HBA2,RAB3C,LOC100216545,LINC00439,FGD5-AS1,SNORD115-44,HBBP1,ALAS2,GNG12-AS1,METTL6,CTAGE10P,MIR5091,NREP,LAMTOR5,TFPT,CFP,POU2F1
MA0031.1.FOXD1	1.1874e-01	1.0000e+00	55	159	5293	18675	25.7%	22.08%	ZNF280C,POM121C,MIR147A,SMAD4,HBD,TMEM140,HELZ,RFPL1,IGF2BP1,B2M,CCDC146,CBLL1,RNU6-34,SCAP,SORBS3,ACADL,TMED11P,MAML2,PRH1-PRR4,CAST,NEDD1,RFPL1S,AFF1,EAF1,PDPR,CLN3,WHAMM,RBM33,ARHGAP24,ELMSAN1,RNU6-33,IGF1R,FOXJ3,FGD3,PRRC2C,NAT2,PHIP,HEMGN,NREP-AS1,NREP,CSF3R,ADA,HBA1,SPRR2G,HBA2,NPIPL3,KAT6A,FGD5-AS1,CUX1,GNG12-AS1,TENM1,METTL6,CTAGE10P,POGZ,FRAT1,TREML3P,BRD4,BTBD7,POU2F1
MA0143.3.Sox2	1.2645e-01	1.0000e+00	56	158	5425	18543	26.17%	22.63%	RNU6-16,HECTD3,POM121C,PCIF1,SMAD4,HBD,LEKR1,MIR1256,NQO2,RNU6-19,SMOC2,B2M,CCDC146,RPGR,DCP1B,MLL4,UROD,NR1D1,MIR1281,MIR450B,C15ORF38-AP3S2,VPREB3,RREB1,NCOA6,ARAP1,MIR450A1,UBE3A,MR1,EAF1,NID1,WHAMM,NINJ1,CREBRF,ZBTB32,TTN,FOXJ3,KRTAP20-3,JARID2,RXRG,R3HDM2,SCAF4,NREP-AS1,NREP,RAB3C,CSF3R,RNU6-28,USP49,EP300,BTBD7,NDP,FAIM3,GPR1,ANKUB1,ARID1A,POM121L9P,METTL6,SPAG17,POGZ,FRAT1,TREML3P,LAMTOR5,RNU6-6,CFP
MA0479.1.FOXH1	1.2782e-01	1.0000e+00	52	162	5004	18964	24.3%	20.88%	TENM1,HECTD3,IMMP2L,SMAD4,HBD,HEMGN,NINJ1,PRKXP1,BRD4,B2M,RNU6-34,UROD,NR1D1,EDNRB,C10ORF25,VPREB3,TMED11P,CCDC101,PRH1-PRR4,KANSL1L,GPR180,NEDD1,A2MP1,TREML3P,AFF1,PDPR,WHAMM,ARHGAP24,MIR147A,TMEM209,RNU6-33,RFPL1,A1BG,TTN,FGD3,MIR450B,NAT2,DIRC2,TAS2R10,MLL,SCAF4,R3HDM2,ZNF22,HBA1,NDP,INO80D,NPIPL3,KRTAP20-3,HSPBAP1,LINC00439,HBBP1,DDX43,HBG2,BOD1L1,POGZ,MIR450A1,MIR5091,RFPL1S,MAP3K19,A1BG-AS1,CREBBP
MA0036.2.GATA2	1.3674e-01	1.0000e+00	50	164	4819	19149	23.36%	20.11%	HECTD3,POLA1,IMMP2L,SCARNA23,MIR1256,HBD,TMEM140,HBB,RNU6-34,TENM1,N4BP2L2,SEPT9,CBLL1,UROD,RNU6-35,EDNRB,BOD1L1,MIR450B,RNU6-33,RARA,USP49,PRH1-PRR4,CTBS,ALAS2,NID1,CLN3,WHAMM,RPGR,CREBRF,SYNJ1,A1BG,POM121L9P,FOXJ3,RNU6-64,PRRC2C,RXRG,IL6R,HEMGN,MIR147A,RAB3C,ADA,BRD4,GYPA,HBA2,GYPE,FAIM3,GPR1,ANKUB1,LINC00439,TPCN2,GNG12-AS1,RBBP6,CTAGE10P,MIR450A1,MIR5091,MAP3K19,A1BG-AS1,CFP
MA0032.1.FOXC1	1.4240e-01	1.0000e+00	15	199	1233	22735	7.01%	5.14%	MAML2,CDRT15P2,PRRC2C,MIR450B,ZNF280C,UBE2R2,CTAGE10P,SCAF4,NREP-AS1,TENM1,NREP,MIR450A1,GYPA,SPAG17,ACADL,GYPE,FOLR2
MA0528.1.ZNF263	1.4460e-01	1.0000e+00	182	32	19660	4308	85.05%	82.03%	BPTF,FABP5P3,FRYL,ADD3,HIST1H4F,HBD,FBXO10,TMEM140,NQO2,ZDHHC18,HBB,SMOC2,PRPF8,B2M,N4BP2L2,CHI3L2,ANP32A,MIR450B,RREB1,RARA,EP300,KIAA0907,CTBS,A2MP1,MR1,GABARAP,EAF1,PDE7B,PHC3,ARHGAP24,CREBRF,A1BG,IGF1R,NPR3,ZMYM4,FAIM3,SLC45A4,WNK1,TAS2R10,R3HDM2,LOC100505933,CSF3R,BRD4,SCOC,GYPA,NDP,KRTAP20-3,GPR1,ANKUB1,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,MIR450A1,TREML3P,SETD1B,DDX43,CCDC146,POM121C,EMR1,NUAK2,MIR548H4,MLL3,SEPT9,DCP1B,MLL5,MLL4,SNORD115-15,BOD1L1,ACADL,VPREB3,LY86,MAML2,KANSL1L,UBE3A,HAUS3,AFF1,C15ORF38-AP3S2,NID1,ABCA17P,ZBTB32,HBG2,FOXJ3,LBX2,MLLT10,SNORD115-21,GATAD2B,TRRAP,ZNF22,HEMGN,TNFRSF1B,MED13L,HMOX1,LBX2-AS1,GPR180,RNU6-6,EMC7,PRPF31,CREBBP,BTBD2,SMAD4,MIR1256,NBPF3,LOC100129858,LOC100996307,AKAP11,RNU6-34,RNU6-35,THRA,PAXBP1,A2M,NCOR1,RNU6-33,CCDC101,PGBD4,NCOA6,PRH1-PRR4,CDRT15P2,TFPT,MARK4,CAST,ALAS2,PHIP,ELMSAN1,LOC646719,QSER1,FGD3,MIR147A,NAT2,TET3,RXRG,IL6R,SCAF4,NREP-AS1,PLEKHM2,NREP,DTNB,PCIF1,ADA,IGF2BP1,HIST1H1E,IGF2BP3,HELZ,BCAP31,ATXN2L,TPCN2,SNORD115-44,HBBP1,GNG12-AS1,METTL6,SPAG17,MIR5091,ABCA3,RNU6-64,FAM89A,A1BG-AS1,RNU6-16,ZNF280C,FAM78A,LEKR1,JARID2,RNU6-19,AP3S2,CBLL1,SCAP,NR1D1,SORBS3,C10ORF25,LOC338799,RPGR,ARAP1,FRAT1,IMMP2L,CDK13,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,GAB1,RP1,LY86-AS1,ZBTB4,NINJ1,MLL,RAB3C,UBE2R2,HBA1,USP49,INO80D,HBA2,BACE1,FGD5-AS1,NOTCH1,NOTCH2,POGZ,CFP,NUP214,MAP3K19,KAT6A,FOLR2,POU2F1
MA0516.1.SP2	1.5655e-01	1.0000e+00	164	50	17578	6390	76.64%	73.34%	BPTF,HECTD3,FABP5P3,FRYL,ADD3,HIST1H4F,ZCCHC14,RPGR,FBXO10,TMEM140,NQO2,ZDHHC18,HBB,SMOC2,PRPF8,B2M,SETD1B,CHI3L2,ANP32A,MIR450B,RREB1,RARA,KIAA0907,CTBS,PRPF31,THRA,EAF1,PDE7B,PHC3,ARHGAP24,CREBRF,A1BG,SIRPG,BCAP31,IGF1R,NPR3,ZMYM4,SLC45A4,WNK1,TAS2R10,UBE2R2,LOC100505933,BRD4,GYPA,RNU6ATAC,LY86-AS1,KRTAP20-3,SCOC,ARID1A,POM121L9P,RBBP6,LOC100216545,MIR1281,MIR450A1,TREML3P,N4BP2L2,EIF5A2,DDX43,CCDC146,POM121C,EMR1,NUAK2,HELZ,MLL3,SEPT9,DCP1B,MLL5,MLL4,UROD,ACADL,VPREB3,LY86,MAML2,KANSL1L,UBE3A,HAUS3,AFF1,NID1,ABCA17P,RBM33,ZBTB32,MAU2,LBX2,MLLT10,HEMGN,GATAD2B,TRRAP,ZNF22,TNFRSF1B,CUX1,MED13L,HMOX1,LBX2-AS1,GPR180,BTBD7,CREBBP,BTBD2,MGC16121,SMAD4,LOC100129858,LOC100996307,AKAP11,GABARAP,PAXBP1,C15ORF38-AP3S2,CCDC101,NCOA6,MIR147A,NEDD1,TFPT,MARK4,CAST,ALAS2,WBP1L,PHIP,ELMSAN1,TMEM209,LOC646719,SUGP1,QSER1,RXRG,IL6R,SCAF4,NREP-AS1,PLEKHM2,NREP,DTNB,PCIF1,ADA,IGF2BP1,HSPBAP1,IGF2BP3,EP300,MIR503,ATXN2L,TPCN2,SNORD115-44,METTL6,SPAG17,ABCA3,FAM89A,A1BG-AS1,RNU6-16,ZNF280C,FAM78A,LEKR1,JARID2,RNU6-19,AP3S2,CBLL1,SCAP,NR1D1,SORBS3,C10ORF25,LOC338799,ARAP1,FRAT1,CDK13,HIST1H1E,NIPBL,SYNJ1,WHAMM,UBE2G1,TMEM222,GAB1,MIR548H4,ZBTB4,NINJ1,DIRC2,MLL,RAB3C,HBA1,USP49,HBA2,RNU6-6,BACE1,FGD5-AS1,NOTCH1,NOTCH2,POGZ,NUP214,KAT6A,CFP,POU2F1
MA0514.1.Sox3	1.5849e-01	1.0000e+00	99	115	10217	13751	46.26%	42.63%	HECTD3,FABP5P3,HBD,FBXO10,ZDHHC18,HBB,PRPF8,B2M,N4BP2L2,MIR450B,RARA,CTBS,A2MP1,MR1,LY86-AS1,PDE7B,CLN3,ARHGAP24,MIR147A,SIRPG,IGF1R,NPR3,PRRC2C,SLC45A4,TAS2R10,R3HDM2,GYPA,GYPE,GPR1,SCOC,DDX43,POM121L9P,MIR450A1,CCDC146,POM121C,ZNF280C,NUAK2,HELZ,MLL3,SEPT9,DCP1B,MLL4,UROD,VPREB3,LY86,USP49,KANSL1L,C15ORF38-AP3S2,ZBTB32,CUX1,ZNF22,HSPBAP1,HMOX1,FRAT1,LAMTOR5,BTBD7,RFPL1S,CREBBP,MGC16121,SMAD4,RNU6-28,LOC100129858,RFPL1,TENM1,RNU6-34,RNU6-35,A2M,NCOR1,RNU6-33,NCOA6,PRH1-PRR4,MARK4,WBP1L,ELMSAN1,TMEM209,FGD3,NAT2,TET3,RXRG,SCAF4,NREP-AS1,NREP,PCIF1,TMEM140,IGF2BP1,HIST1H1E,IGF2BP3,MIR503,FAIM3,GNG12-AS1,SPAG17,RNU6-16,LEKR1,RNU6-19,CBLL1,SCAP,NR1D1,C10ORF25,RNU6ATAC,WHAMM,TMEM222,RP1,RNU6-64,NINJ1,DIRC2,UBE2R2,RNU6-6,BACE1,POGZ,NUP214,KAT6A,CFP,POU2F1
MA0517.1.STAT2::STAT1	1.6382e-01	1.0000e+00	120	94	12579	11389	56.07%	52.48%	BPTF,HECTD3,HIST1H4F,HBD,FBXO10,NQO2,PRPF8,B2M,N4BP2L2,ANP32A,MIR450B,TMED11P,KIAA0907,CTBS,RFPL1S,MR1,THRA,EAF1,PDE7B,CLN3,PHC3,ARHGAP24,MIR147A,PA2G4P4,SIRPG,BCAP31,IGF1R,NPR3,ZMYM4,PRRC2C,SLC45A4,WNK1,TAS2R10,R3HDM2,GYPA,GYPE,NDP,KRTAP20-3,GPR1,ANKUB1,ARID1A,POM121L9P,RBBP6,MIR450A1,TREML3P,EIF5A2,DDX43,POM121C,EMR1,MIR548H4,SEPT9,DCP1B,UROD,BOD1L1,ACADL,LY86,MAML2,KANSL1L,ZBTB4,AFF1,C15ORF38-AP3S2,RREB1,MAU2,LBX2,LY86-AS1,ZNF22,SPRR2G,HSPBAP1,IMMP2L,LBX2-AS1,CTAGE10P,FRAT1,RNU6-6,EMC7,CREBBP,MGC16121,SMAD4,MIR1256,NBPF3,RFPL1,TENM1,AKAP11,RNU6-34,RNU6-35,PAXBP1,A2M,NCOR1,RNU6-33,CCDC101,PGBD4,NCOA6,PRH1-PRR4,NEDD1,ZER1,MARK4,ALAS2,WBP1L,PHIP,ELMSAN1,SUGP1,FGD3,NAT2,TET3,RXRG,IL6R,SCAF4,NREP-AS1,LOC730091,ADA,TNFRSF1B,MIR503,HBBP1,METTL6,SPAG17,MIR5091,ZNF280C,JARID2,RNU6-19,CBLL1,C10ORF25,ARAP1,CDK13,HIST1H1E,RP1,RNU6-64,NINJ1,DIRC2,USP49,INO80D,BACE1,POGZ,NREP,NUP214,MAP3K19,FOLR2,POU2F1
MA0124.1.NKX3-1	1.8461e-01	1.0000e+00	52	162	5162	18806	24.3%	21.54%	INO80D,HECTD3,POLA1,MIR147A,RPGR,LEKR1,MIR1256,NDP,HBB,RFPL1,RNU6-34,RNU6-16,N4BP2L2,DCP1B,GYPA,UROD,EDNRB,CTAGE10P,ACADL,A2M,NCOR1,RNU6-33,NCOA6,CDRT15P2,CTBS,MIR450B,RFPL1S,PDPR,CLN3,WHAMM,PHC3,TMEM222,PA2G4P4,SUGP1,MAU2,RBM33,ATXN2L,PRRC2C,NREP,DIRC2,TAS2R10,R3HDM2,SCAF4,NREP-AS1,LOC730091,DTNB,HSPBAP1,SPRR2G,NPIPL3,GYPE,FAIM3,TNFRSF1B,LINC00439,ZNF280C,HBG2,SPAG17,MIR450A1,MIR5091,BOD1L1,SCARNA23,KAT6A,POU2F1,CHI3L2
MA0464.1.Bhlhe40	1.8900e-01	1.0000e+00	46	168	4530	19438	21.5%	18.9%	BPTF,ZNF280C,POLA1,MGC16121,HMOX1,FBXO10,TMEM140,NBPF3,RNU6-28,RNU6-19,SMOC2,CCDC146,RNU6ATAC,AKAP11,NR1D1,SORBS3,VPREB3,TMED11P,USP49,MR1,GYPE,THRA,PDE7B,TTN,GYPA,TMEM222,A1BG,RP1,FGD3,PRRC2C,TET3,DIRC2,R3HDM2,IL6R,CREBRF,ADA,ANKUB1,EIF5A2,MIR503,HSPBAP1,TPCN2,CUX1,HBBP1,GNG12-AS1,MED13L,TREML3P,SCARNA23,RNU6-6,A1BG-AS1,FOLR2,BTBD2
